14.2	300.0	8e-05	0.99992
14.2	301.0	4e-05	0.9999600000000001
14.2	302.0	2e-05	0.99998
14.2	303.0	2e-05	0.99998
14.2	304.0	2e-05	0.99998
14.2	305.0	3e-05	0.99997
14.2	306.0	5e-05	0.99995
14.2	307.0	9e-05	0.9999100000000001
14.2	308.0	0.00014	0.9998600000000001
14.2	309.0	4e-05	0.9999600000000001
14.2	310.0	1e-05	0.9999899999999999
14.2	311.0	2e-05	0.99998
14.2	312.0	4e-05	0.9999600000000001
14.2	313.0	6e-05	0.9999399999999999
14.2	314.0	7e-05	0.9999299999999999
14.2	315.0	0.0	1.0
14.2	316.0	0.0	1.0
14.2	317.0	0.0	1.0
14.2	318.0	0.0	1.0
14.2	319.0	0.0	1.0
14.2	320.0	0.0	1.0
14.2	321.0	0.0	1.0
14.2	322.0	0.0	1.0
14.2	323.0	0.0	1.0
14.2	324.0	0.0	1.0
14.2	325.0	0.0	1.0
14.2	326.0	0.0	1.0
14.2	327.0	0.0	1.0
14.2	328.0	0.0	1.0
14.2	329.0	0.0	1.0
14.2	330.0	0.0	1.0
14.2	331.0	5e-05	0.99995
14.2	332.0	8e-05	0.99992
14.2	333.0	9e-05	0.9999100000000001
14.2	334.0	7e-05	0.9999299999999999
14.2	335.0	0.00012	0.9998799999999999
14.2	336.0	9e-05	0.9999100000000001
14.2	337.0	0.0001	0.9999
14.2	338.0	0.0003	0.9997
14.2	339.0	0.00023	0.99977
14.2	340.0	0.00013	0.99987
14.2	341.0	0.00013	0.99987
14.2	342.0	0.00034	0.99966
14.2	343.0	0.0003	0.9997
14.2	344.0	0.00017	0.9998299999999999
14.2	345.0	0.00058	0.9994200000000001
14.2	346.0	0.00053	0.9994700000000001
14.2	347.0	0.0003	0.9997
14.2	348.0	8e-05	0.99992
14.2	349.0	6e-05	0.9999399999999999
14.2	350.0	9e-05	0.9999100000000001
14.2	351.0	9e-05	0.9999100000000001
14.2	352.0	2e-05	0.99998
14.2	353.0	1e-05	0.9999899999999999
14.2	354.0	1e-05	0.9999899999999999
14.2	355.0	1e-05	0.9999899999999999
14.2	356.0	1e-05	0.9999899999999999
14.2	357.0	1e-05	0.9999899999999999
14.2	358.0	1e-05	0.9999899999999999
14.2	359.0	1e-05	0.9999899999999999
14.2	360.0	2e-05	0.99998
14.2	361.0	1e-05	0.9999899999999999
14.2	362.0	1e-05	0.9999899999999999
14.2	363.0	2e-05	0.99998
14.2	364.0	3e-05	0.99997
14.2	365.0	8e-05	0.99992
14.2	366.0	9e-05	0.9999100000000001
14.2	367.0	7e-05	0.9999299999999999
14.2	368.0	8e-05	0.99992
14.2	369.0	0.00015	0.99985
